Tank_num,Date / Time,pH Value,mV Value,Temperature,Average Slope,Date / Time,Salinity Value,Conductance Value,Temperature,Salinity Type,Reference Temperature,Cell Constant,Date / Time,Concentration Value,Saturation Value,Partial Pressure,Solution Temperature,Barometric Pressure,Salinity Correction,Slope
12,8/6/2024 9:03,7.57 pH,-29.8 mV,27.4 캜,100.00%,8/6/2024 9:03,11.93 psu,44.03 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:03,6.36 mg/L,85.5 % sat,125.1 Torr,27.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
13,8/6/2024 9:05,7.53 pH,-27.6 mV,30.5 캜,100.00%,8/6/2024 9:05,11.94 psu,46.68 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:05,6.01 mg/L,84.9 % sat,123.4 Torr,30.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
14,8/6/2024 9:05,7.50 pH,-25.8 mV,30.6 캜,100.00%,8/6/2024 9:05,11.92 psu,46.70 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:05,5.98 mg/L,84.6 % sat,123.0 Torr,30.4 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
15,8/6/2024 9:07,7.51 pH,-26.4 mV,30.5 캜,100.00%,8/6/2024 9:07,11.91 psu,46.63 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:07,5.94 mg/L,84.0 % sat,122.1 Torr,30.4 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
16,8/6/2024 9:07,7.49 pH,-25.3 mV,30.3 캜,100.00%,8/6/2024 9:07,11.92 psu,46.50 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:07,5.85 mg/L,82.6 % sat,120.1 Torr,30.2 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
17,8/6/2024 9:08,7.50 pH,-25.6 mV,30.4 캜,100.00%,8/6/2024 9:08,11.92 psu,46.57 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:08,5.93 mg/L,83.8 % sat,121.8 Torr,30.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
18,8/6/2024 9:09,7.49 pH,-25.3 mV,30.4 캜,100.00%,8/6/2024 9:09,11.93 psu,46.61 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:09,5.96 mg/L,84.3 % sat,122.5 Torr,30.4 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
19,8/6/2024 9:10,7.62 pH,-33.1 mV,30.3 캜,100.00%,8/6/2024 9:10,11.92 psu,46.51 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:10,6.43 mg/L,90.9 % sat,132.1 Torr,30.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
20,8/6/2024 9:10,7.63 pH,-33.3 mV,30.3 캜,100.00%,8/6/2024 9:10,11.92 psu,46.48 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:10,6.38 mg/L,90.1 % sat,131.0 Torr,30.2 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
21,8/6/2024 9:11,7.64 pH,-34.3 mV,30.4 캜,100.00%,8/6/2024 9:11,11.92 psu,46.56 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:11,6.46 mg/L,91.4 % sat,132.9 Torr,30.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
22,8/6/2024 9:12,7.62 pH,-33.1 mV,30.1 캜,100.00%,8/6/2024 9:12,11.93 psu,46.36 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:12,6.39 mg/L,90.0 % sat,130.9 Torr,30.1 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
23,8/6/2024 9:12,7.63 pH,-33.5 mV,30.0 캜,100.00%,8/6/2024 9:12,11.95 psu,46.34 mS,30.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:12,6.33 mg/L,89.0 % sat,129.5 Torr,30.0 캜,761.0 mmHg,12.0 ppt,1.476 Torr/%Sat
24,8/6/2024 9:13,7.61 pH,-32.6 mV,30.1 캜,100.00%,8/6/2024 9:13,11.94 psu,46.39 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:13,6.38 mg/L,89.8 % sat,130.6 Torr,30.0 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
1,8/6/2024 15:21,7.58 pH,-30.2 mV,27.8 캜,100.00%,8/6/2024 15:21,11.95 psu,44.41 mS,27.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:21,6.82 mg/L,92.2 % sat,134.6 Torr,27.5 캜,759.0 mmHg,12.0 ppt,1.476 Torr/%Sat
2,8/6/2024 15:21,7.57 pH,-29.8 mV,27.7 캜,100.00%,8/6/2024 15:21,11.94 psu,44.32 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:21,6.70 mg/L,90.6 % sat,132.2 Torr,27.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
3,8/6/2024 15:22,7.65 pH,-34.4 mV,27.7 캜,100.00%,8/6/2024 15:22,11.96 psu,44.35 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:22,6.64 mg/L,89.7 % sat,130.9 Torr,27.5 캜,759.0 mmHg,12.0 ppt,1.476 Torr/%Sat
4,8/6/2024 15:23,7.67 pH,-35.8 mV,27.7 캜,100.00%,8/6/2024 15:23,11.95 psu,44.31 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:23,6.63 mg/L,89.6 % sat,130.8 Torr,27.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
5,8/6/2024 15:23,7.67 pH,-35.6 mV,27.6 캜,100.00%,8/6/2024 15:23,11.95 psu,44.24 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:23,6.70 mg/L,90.5 % sat,132.1 Torr,27.5 캜,759.0 mmHg,12.0 ppt,1.476 Torr/%Sat
6,8/6/2024 15:24,7.70 pH,-37.3 mV,27.8 캜,100.00%,8/6/2024 15:24,11.94 psu,44.37 mS,27.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:24,6.79 mg/L,92.1 % sat,134.4 Torr,27.7 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
7,8/6/2024 15:26,7.78 pH,-41.9 mV,27.9 캜,100.00%,8/6/2024 15:26,11.93 psu,44.43 mS,27.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:26,0.76 mg/L,10.3 % sat,15.0 Torr,27.8 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
8,8/6/2024 15:27,7.71 pH,-38.2 mV,27.7 캜,100.00%,8/6/2024 15:27,11.93 psu,44.31 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:27,0.73 mg/L,9.9 % sat,14.4 Torr,27.6 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
9,8/6/2024 15:28,7.66 pH,-35.1 mV,27.5 캜,100.00%,8/6/2024 15:28,11.94 psu,44.16 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:28,1.25 mg/L,16.9 % sat,24.7 Torr,27.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
10,8/6/2024 15:48,7.81 pH,-44.1 mV,28.0 캜,100.00%,8/6/2024 15:48,11.93 psu,44.51 mS,28.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:48,0.51 mg/L,7.0 % sat,10.2 Torr,27.9 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
11,8/6/2024 15:30,7.78 pH,-42.2 mV,27.8 캜,100.00%,8/6/2024 15:30,11.93 psu,44.40 mS,27.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:30,0.45 mg/L,6.1 % sat,8.9 Torr,27.7 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
12,8/6/2024 15:32,7.69 pH,-36.6 mV,27.5 캜,100.00%,8/6/2024 15:32,11.94 psu,44.16 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:32,1.58 mg/L,21.3 % sat,31.2 Torr,27.4 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
13,8/6/2024 15:34,7.64 pH,-34.3 mV,30.6 캜,100.00%,8/6/2024 15:34,11.94 psu,46.82 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:34,0.58 mg/L,8.3 % sat,12.1 Torr,30.4 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
14,8/6/2024 15:35,7.66 pH,-35.3 mV,30.7 캜,100.00%,8/6/2024 15:35,11.93 psu,46.83 mS,30.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:35,0.59 mg/L,8.4 % sat,12.2 Torr,30.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
15,8/6/2024 15:36,7.69 pH,-37.3 mV,30.6 캜,100.00%,8/6/2024 15:36,11.92 psu,46.77 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:36,0.68 mg/L,9.6 % sat,13.8 Torr,30.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
16,8/6/2024 15:37,7.66 pH,-35.5 mV,30.4 캜,100.00%,8/6/2024 15:37,11.93 psu,46.60 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:37,0.88 mg/L,12.5 % sat,18.1 Torr,30.3 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
17,8/6/2024 15:38,7.66 pH,-35.5 mV,30.5 캜,100.00%,8/6/2024 15:38,11.92 psu,46.69 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:38,0.76 mg/L,10.8 % sat,15.7 Torr,30.4 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
18,8/6/2024 15:39,7.68 pH,-36.3 mV,30.6 캜,100.00%,8/6/2024 15:39,11.93 psu,46.77 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:39,0.60 mg/L,8.5 % sat,12.4 Torr,30.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
19,8/6/2024 15:40,7.73 pH,-39.4 mV,30.6 캜,100.00%,8/6/2024 15:40,11.92 psu,46.72 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:40,6.29 mg/L,89.4 % sat,129.5 Torr,30.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
20,8/6/2024 15:41,7.71 pH,-38.6 mV,30.6 캜,100.00%,8/6/2024 15:41,11.92 psu,46.72 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:41,6.36 mg/L,90.3 % sat,130.9 Torr,30.5 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
21,8/6/2024 15:42,7.73 pH,-39.8 mV,30.7 캜,100.00%,8/6/2024 15:42,11.92 psu,46.78 mS,30.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:42,6.34 mg/L,90.3 % sat,130.8 Torr,30.6 캜,759.0 mmHg,11.9 ppt,1.476 Torr/%Sat
22,8/6/2024 15:43,7.74 pH,-39.9 mV,30.3 캜,100.00%,8/6/2024 15:43,11.96 psu,46.60 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:43,6.25 mg/L,88.4 % sat,128.2 Torr,30.2 캜,759.0 mmHg,12.0 ppt,1.476 Torr/%Sat
23,8/6/2024 15:44,7.73 pH,-39.6 mV,30.2 캜,100.00%,8/6/2024 15:44,11.95 psu,46.50 mS,30.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:44,6.25 mg/L,88.4 % sat,128.2 Torr,30.1 캜,759.0 mmHg,12.0 ppt,1.476 Torr/%Sat
24,8/6/2024 15:44,7.73 pH,-39.4 mV,30.3 캜,100.00%,8/6/2024 15:44,11.95 psu,46.63 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 15:44,6.34 mg/L,89.8 % sat,130.1 Torr,30.3 캜,759.0 mmHg,12.0 ppt,1.476 Torr/%Sat
24,8/7/2024 8:44,7.66 pH,-36.0 mV,30.1 캜,98.70%,8/7/2024 8:44,11.99 psu,46.57 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:44,6.26 mg/L,88.2 % sat,127.7 Torr,29.9 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
23,8/7/2024 8:45,7.64 pH,-35.0 mV,29.9 캜,98.70%,8/7/2024 8:45,11.98 psu,46.38 mS,29.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:45,6.29 mg/L,88.4 % sat,127.9 Torr,29.8 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
22,8/7/2024 8:46,7.63 pH,-34.2 mV,30.0 캜,98.70%,8/7/2024 8:46,11.98 psu,46.43 mS,30.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:46,6.30 mg/L,88.7 % sat,128.4 Torr,29.8 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
21,8/7/2024 8:47,7.65 pH,-35.6 mV,30.3 캜,98.70%,8/7/2024 8:47,11.99 psu,46.76 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:47,6.33 mg/L,89.6 % sat,129.5 Torr,30.2 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
20,8/7/2024 8:47,7.68 pH,-37.4 mV,30.3 캜,98.70%,8/7/2024 8:47,11.98 psu,46.68 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:47,6.35 mg/L,89.9 % sat,130.0 Torr,30.2 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
19,8/7/2024 8:49,7.69 pH,-37.9 mV,30.3 캜,98.70%,8/7/2024 8:49,11.98 psu,46.68 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:49,6.26 mg/L,88.6 % sat,128.2 Torr,30.2 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
18,8/7/2024 8:51,7.53 pH,-28.6 mV,30.5 캜,98.70%,8/7/2024 8:51,11.98 psu,46.83 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:51,5.64 mg/L,80.1 % sat,115.8 Torr,30.3 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
17,8/7/2024 8:53,7.54 pH,-28.8 mV,30.3 캜,98.70%,8/7/2024 8:53,11.98 psu,46.74 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:53,5.63 mg/L,79.8 % sat,115.3 Torr,30.3 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
16,8/7/2024 8:55,7.54 pH,-29.2 mV,30.3 캜,98.70%,8/7/2024 8:55,11.98 psu,46.72 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:55,5.76 mg/L,81.6 % sat,118.1 Torr,30.2 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
15,8/7/2024 8:56,7.55 pH,-29.8 mV,30.5 캜,98.70%,8/7/2024 8:56,11.99 psu,46.87 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:56,5.85 mg/L,83.0 % sat,120.1 Torr,30.4 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
14,8/7/2024 8:58,7.53 pH,-28.6 mV,30.5 캜,98.70%,8/7/2024 8:58,11.98 psu,46.90 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:58,5.81 mg/L,82.6 % sat,119.4 Torr,30.4 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
13,8/7/2024 8:59,7.56 pH,-29.9 mV,30.5 캜,98.70%,8/7/2024 8:59,11.99 psu,46.88 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 8:59,5.71 mg/L,81.1 % sat,117.2 Torr,30.4 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
12,8/7/2024 9:00,7.68 pH,-36.6 mV,27.7 캜,98.70%,8/7/2024 9:00,11.96 psu,44.35 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:00,6.70 mg/L,91.1 % sat,132.5 Torr,27.8 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
11,8/7/2024 9:02,7.56 pH,-30.1 mV,27.6 캜,98.70%,8/7/2024 9:02,11.99 psu,44.35 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:02,6.63 mg/L,89.8 % sat,130.8 Torr,27.6 캜,759.0 mmHg,12.0 ppt,1.471 Torr/%Sat
10,8/7/2024 9:03,7.59 pH,-31.5 mV,27.6 캜,98.70%,8/7/2024 9:03,11.99 psu,44.45 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:03,6.80 mg/L,92.2 % sat,134.2 Torr,27.6 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
9,8/7/2024 9:04,7.53 pH,-28.0 mV,27.3 캜,98.70%,8/7/2024 9:04,11.97 psu,44.11 mS,27.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:04,6.28 mg/L,84.7 % sat,123.4 Torr,27.3 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
8,8/7/2024 9:06,7.48 pH,-25.2 mV,27.4 캜,98.70%,8/7/2024 9:06,11.99 psu,44.25 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:06,6.47 mg/L,87.3 % sat,127.2 Torr,27.4 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
7,8/7/2024 9:07,7.52 pH,-27.4 mV,27.6 캜,98.70%,8/7/2024 9:07,12.00 psu,44.40 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:07,6.74 mg/L,91.2 % sat,132.8 Torr,27.5 캜,759.0 mmHg,12.0 ppt,1.471 Torr/%Sat
6,8/7/2024 9:09,7.60 pH,-32.4 mV,27.5 캜,98.70%,8/7/2024 9:09,11.99 psu,44.29 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:09,6.55 mg/L,88.5 % sat,128.9 Torr,27.4 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
5,8/7/2024 9:11,7.56 pH,-30.0 mV,27.3 캜,98.70%,8/7/2024 9:11,11.99 psu,44.11 mS,27.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:11,6.64 mg/L,89.4 % sat,130.3 Torr,27.2 캜,759.0 mmHg,12.0 ppt,1.471 Torr/%Sat
4,8/7/2024 9:12,7.60 pH,-31.9 mV,27.4 캜,98.70%,8/7/2024 9:12,11.99 psu,44.20 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:12,6.64 mg/L,89.5 % sat,130.4 Torr,27.3 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
3,8/7/2024 9:13,7.59 pH,-31.3 mV,27.4 캜,98.70%,8/7/2024 9:13,11.99 psu,44.18 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:13,6.54 mg/L,88.1 % sat,128.3 Torr,27.3 캜,759.0 mmHg,12.0 ppt,1.471 Torr/%Sat
2,8/7/2024 9:15,7.62 pH,-33.3 mV,27.4 캜,98.70%,8/7/2024 9:15,11.99 psu,44.21 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:15,6.56 mg/L,88.4 % sat,128.7 Torr,27.3 캜,759.0 mmHg,12.0 ppt,1.471 Torr/%Sat
1,8/7/2024 9:17,7.63 pH,-34.1 mV,27.5 캜,98.70%,8/7/2024 9:17,11.99 psu,44.34 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 9:17,6.72 mg/L,90.8 % sat,132.2 Torr,27.4 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
24,8/7/2024 15:06,7.55 pH,-29.6 mV,30.0 캜,98.70%,8/7/2024 15:06,11.99 psu,46.46 mS,30.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:06,5.96 mg/L,83.7 % sat,121.0 Torr,29.6 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
23,8/7/2024 15:08,7.63 pH,-34.0 mV,29.8 캜,98.70%,8/7/2024 15:08,11.98 psu,46.25 mS,29.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:08,5.78 mg/L,81.2 % sat,117.4 Torr,29.6 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
22,8/7/2024 15:10,7.61 pH,-32.8 mV,30.1 캜,98.70%,8/7/2024 15:10,11.98 psu,46.50 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:10,5.76 mg/L,81.3 % sat,117.6 Torr,29.9 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
21,8/7/2024 15:12,7.62 pH,-33.7 mV,30.3 캜,98.70%,8/7/2024 15:12,11.97 psu,46.63 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:12,5.80 mg/L,82.1 % sat,118.6 Torr,30.1 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
20,8/7/2024 15:14,7.66 pH,-36.3 mV,30.3 캜,98.70%,8/7/2024 15:14,11.97 psu,46.67 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:14,5.93 mg/L,84.1 % sat,121.5 Torr,30.2 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
19,8/7/2024 15:15,7.68 pH,-37.0 mV,30.4 캜,98.70%,8/7/2024 15:15,11.98 psu,46.74 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:15,5.99 mg/L,85.1 % sat,122.8 Torr,30.3 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
18,8/7/2024 15:18,7.67 pH,-36.7 mV,30.5 캜,98.70%,8/7/2024 15:18,11.98 psu,46.83 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:18,0.23 mg/L,3.2 % sat,4.6 Torr,30.3 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
17,8/7/2024 15:20,7.66 pH,-36.2 mV,30.4 캜,98.70%,8/7/2024 15:20,11.98 psu,46.78 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:20,0.36 mg/L,5.1 % sat,7.4 Torr,30.3 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
16,8/7/2024 15:22,7.66 pH,-35.8 mV,30.4 캜,98.70%,8/7/2024 15:22,11.98 psu,46.73 mS,30.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:22,0.56 mg/L,7.9 % sat,11.4 Torr,30.3 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
15,8/7/2024 15:24,7.70 pH,-38.3 mV,30.5 캜,98.70%,8/7/2024 15:24,11.99 psu,46.86 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:24,0.22 mg/L,3.1 % sat,4.5 Torr,30.4 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
14,8/7/2024 15:27,7.69 pH,-38.1 mV,30.5 캜,98.70%,8/7/2024 15:27,11.99 psu,46.91 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:27,0.27 mg/L,3.9 % sat,5.6 Torr,30.4 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
13,8/7/2024 15:29,7.67 pH,-36.9 mV,30.5 캜,98.70%,8/7/2024 15:29,11.99 psu,46.87 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:29,0.34 mg/L,4.9 % sat,7.0 Torr,30.4 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
12,8/7/2024 15:31,7.46 pH,-24.1 mV,27.5 캜,98.70%,8/7/2024 15:31,11.97 psu,44.18 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:31,1.31 mg/L,17.8 % sat,25.9 Torr,27.5 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
11,8/7/2024 15:33,7.61 pH,-32.9 mV,27.6 캜,98.70%,8/7/2024 15:33,11.99 psu,44.43 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:33,0.36 mg/L,4.9 % sat,7.2 Torr,27.6 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
10,8/7/2024 15:35,7.60 pH,-32.4 mV,27.7 캜,98.70%,8/7/2024 15:35,11.99 psu,44.45 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:35,0.48 mg/L,6.5 % sat,9.5 Torr,27.6 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
9,8/7/2024 15:37,7.63 pH,-33.8 mV,27.6 캜,98.70%,8/7/2024 15:37,12.00 psu,44.44 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:37,0.47 mg/L,6.4 % sat,9.3 Torr,27.5 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
8,8/7/2024 15:39,7.65 pH,-35.2 mV,27.7 캜,98.70%,8/7/2024 15:39,11.99 psu,44.47 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:39,0.42 mg/L,5.7 % sat,8.3 Torr,27.6 캜,758.0 mmHg,12.0 ppt,1.471 Torr/%Sat
7,8/7/2024 15:41,7.50 pH,-26.2 mV,27.7 캜,98.70%,8/7/2024 15:41,12.00 psu,44.52 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:41,0.51 mg/L,6.9 % sat,10.0 Torr,27.6 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
6,8/7/2024 15:43,7.19 pH,-8.0 mV,26.9 캜,98.70%,8/7/2024 15:43,11.97 psu,43.72 mS,26.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:43,5.78 mg/L,77.4 % sat,112.6 Torr,26.8 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
5,8/7/2024 15:44,7.33 pH,-16.1 mV,26.8 캜,98.70%,8/7/2024 15:44,11.98 psu,43.68 mS,26.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:44,5.80 mg/L,77.5 % sat,112.9 Torr,26.7 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
4,8/7/2024 15:46,7.46 pH,-23.6 mV,27.3 캜,98.70%,8/7/2024 15:46,11.97 psu,44.08 mS,27.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/7/2024 15:46,5.89 mg/L,79.4 % sat,115.5 Torr,27.2 캜,757.0 mmHg,12.0 ppt,1.471 Torr/%Sat
